token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
144145,VOLTAS30SEP251320PE,VOLTAS,30SEP2025,132000.000000,375,OPTSTK,NFO,5.000000
144146,VOLTAS30SEP251360CE,VOLTAS,30SEP2025,136000.000000,375,OPTSTK,NFO,5.000000
144194,WIPRO28AUG25252.5CE,WIPRO,28AUG2025,25250.000000,3000,OPTSTK,NFO,5.000000
144202,WIPRO28AUG25272.5CE,WIPRO,28AUG2025,27250.000000,3000,OPTSTK,NFO,5.000000
144204,WIPRO28AUG25277.5CE,WIPRO,28AUG2025,27750.000000,3000,OPTSTK,NFO,5.000000
144207,WIPRO28AUG25282.5PE,WIPRO,28AUG2025,28250.000000,3000,OPTSTK,NFO,5.000000
144264,WIPRO30SEP25230CE,WIPRO,30SEP2025,23000.000000,3000,OPTSTK,NFO,5.000000
144269,WIPRO30SEP25240PE,WIPRO,30SEP2025,24000.000000,3000,OPTSTK,NFO,5.000000
144278,WIPRO30SEP25265CE,WIPRO,30SEP2025,26500.000000,3000,OPTSTK,NFO,5.000000
144281,WIPRO30SEP25270PE,WIPRO,30SEP2025,27000.000000,3000,OPTSTK,NFO,5.000000
144285,WIPRO30SEP25280PE,WIPRO,30SEP2025,28000.000000,3000,OPTSTK,NFO,5.000000
144287,WIPRO30SEP25285PE,WIPRO,30SEP2025,28500.000000,3000,OPTSTK,NFO,5.000000
144289,WIPRO30SEP25290PE,WIPRO,30SEP2025,29000.000000,3000,OPTSTK,NFO,5.000000
144330,YESBANK28AUG2517CE,YESBANK,28AUG2025,1700.000000,31100,OPTSTK,NFO,5.000000
144333,YESBANK28AUG2519PE,YESBANK,28AUG2025,1900.000000,31100,OPTSTK,NFO,5.000000
144363,YESBANK30SEP2520PE,YESBANK,30SEP2025,2000.000000,31100,OPTSTK,NFO,5.000000
35098,ABCAPITAL31JUL25300CE,ABCAPITAL,31JUL2025,30000.000000,3100,OPTSTK,NFO,5.000000
144416,ZYDUSLIFE28AUG25950CE,ZYDUSLIFE,28AUG2025,95000.000000,900,OPTSTK,NFO,5.000000
144423,ZYDUSLIFE28AUG251010PE,ZYDUSLIFE,28AUG2025,101000.000000,900,OPTSTK,NFO,5.000000
144498,ZYDUSLIFE30SEP25980CE,ZYDUSLIFE,30SEP2025,98000.000000,900,OPTSTK,NFO,5.000000
35262,NIFTY24JUN2730000CE,NIFTY,24JUN2027,3000000.000000,75,OPTIDX,NFO,5.000000
35346,NIFTY30DEC2730000CE,NIFTY,30DEC2027,3000000.000000,75,OPTIDX,NFO,5.000000
35760,AUBANK31JUL25855CE,AUBANK,31JUL2025,85500.000000,1000,OPTSTK,NFO,5.000000
36276,MANAPPURAM31JUL25295PE,MANAPPURAM,31JUL2025,29500.000000,3000,OPTSTK,NFO,5.000000
36304,CDSL31JUL252040PE,CDSL,31JUL2025,204000.000000,475,OPTSTK,NFO,5.000000
36410,MUTHOOTFIN31JUL252820PE,MUTHOOTFIN,31JUL2025,282000.000000,275,OPTSTK,NFO,5.000000
36430,DLF31JUL25920PE,DLF,31JUL2025,92000.000000,825,OPTSTK,NFO,5.000000
36617,GLENMARK28AUG251960CE,GLENMARK,28AUG2025,196000.000000,375,OPTSTK,NFO,5.000000
36623,GLENMARK28AUG251960PE,GLENMARK,28AUG2025,196000.000000,375,OPTSTK,NFO,5.000000
36659,GLENMARK31JUL251880PE,GLENMARK,31JUL2025,188000.000000,375,OPTSTK,NFO,5.000000
36716,111NSETEST27NOV36FUT,111NSETEST,27NOV2036,-1.000000,50,FUTSTK,NFO,5.000000
36929,MFSL31JUL251640CE,MFSL,31JUL2025,164000.000000,800,OPTSTK,NFO,5.000000
37146,ABCAPITAL28AUG25310PE,ABCAPITAL,28AUG2025,31000.000000,3100,OPTSTK,NFO,5.000000
37441,JIOFIN31JUL25350CE,JIOFIN,31JUL2025,35000.000000,2350,OPTSTK,NFO,5.000000
37442,JIOFIN31JUL25350PE,JIOFIN,31JUL2025,35000.000000,2350,OPTSTK,NFO,5.000000
37597,PRESTIGE31JUL251900CE,PRESTIGE,31JUL2025,190000.000000,450,OPTSTK,NFO,5.000000
37666,SUPREMEIND28AUG255100CE,SUPREMEIND,28AUG2025,510000.000000,175,OPTSTK,NFO,5.000000
37733,TORNTPOWER31JUL251160CE,TORNTPOWER,31JUL2025,116000.000000,375,OPTSTK,NFO,5.000000
37797,NIFTY24DEC2513000PE,NIFTY,24DEC2025,1300000.000000,75,OPTIDX,NFO,5.000000
37805,NIFTY25JUN2623000PE,NIFTY,25JUN2026,2300000.000000,75,OPTIDX,NFO,5.000000
38160,NIFTY24JUN2729000CE,NIFTY,24JUN2027,2900000.000000,75,OPTIDX,NFO,5.000000
38385,PNB31JUL25123.1CE,PNB,31JUL2025,12310.000000,8000,OPTSTK,NFO,5.000000
38394,PNB31JUL25123.1PE,PNB,31JUL2025,12310.000000,8000,OPTSTK,NFO,5.000000
38426,JSL31JUL25830PE,JSL,31JUL2025,83000.000000,850,OPTSTK,NFO,5.000000
38481,MCX31JUL259200CE,MCX,31JUL2025,920000.000000,125,OPTSTK,NFO,5.000000
38483,MCX28AUG258600CE,MCX,28AUG2025,860000.000000,125,OPTSTK,NFO,5.000000
38892,RELIANCE31JUL251700CE,RELIANCE,31JUL2025,170000.000000,500,OPTSTK,NFO,5.000000
39220,UNIONBANK31JUL25175PE,UNIONBANK,31JUL2025,17500.000000,4425,OPTSTK,NFO,5.000000
39417,BEL31JUL25410CE,BEL,31JUL2025,41000.000000,2850,OPTSTK,NFO,5.000000
39654,HAL31JUL255500PE,HAL,31JUL2025,550000.000000,150,OPTSTK,NFO,5.000000
39795,MCX31JUL258800PE,MCX,31JUL2025,880000.000000,125,OPTSTK,NFO,5.000000
39840,NIFTY10JUL2523050CE,NIFTY,10JUL2025,2305000.000000,75,OPTIDX,NFO,5.000000
39898,NIFTY10JUL2523500CE,NIFTY,10JUL2025,2350000.000000,75,OPTIDX,NFO,5.000000
39939,NIFTY10JUL2524000PE,NIFTY,10JUL2025,2400000.000000,75,OPTIDX,NFO,5.000000
39953,NIFTY10JUL2524300CE,NIFTY,10JUL2025,2430000.000000,75,OPTIDX,NFO,5.000000
39964,NIFTY10JUL2524350CE,NIFTY,10JUL2025,2435000.000000,75,OPTIDX,NFO,5.000000
39984,NIFTY10JUL2524600PE,NIFTY,10JUL2025,2460000.000000,75,OPTIDX,NFO,5.000000
39989,NIFTY25JUN2619000CE,NIFTY,25JUN2026,1900000.000000,75,OPTIDX,NFO,5.000000
40001,NIFTY10JUL2524750PE,NIFTY,10JUL2025,2475000.000000,75,OPTIDX,NFO,5.000000
40007,NIFTY10JUL2524850PE,NIFTY,10JUL2025,2485000.000000,75,OPTIDX,NFO,5.000000
40037,NIFTY10JUL2525250PE,NIFTY,10JUL2025,2525000.000000,75,OPTIDX,NFO,5.000000
40051,NIFTY10JUL2525550CE,NIFTY,10JUL2025,2555000.000000,75,OPTIDX,NFO,5.000000
40069,NIFTY10JUL2525700PE,NIFTY,10JUL2025,2570000.000000,75,OPTIDX,NFO,5.000000
40072,NIFTY10JUL2525800CE,NIFTY,10JUL2025,2580000.000000,75,OPTIDX,NFO,5.000000
40073,NIFTY10JUL2525800PE,NIFTY,10JUL2025,2580000.000000,75,OPTIDX,NFO,5.000000
40088,NIFTY10JUL2526150CE,NIFTY,10JUL2025,2615000.000000,75,OPTIDX,NFO,5.000000
40110,NIFTY10JUL2526350CE,NIFTY,10JUL2025,2635000.000000,75,OPTIDX,NFO,5.000000
40112,NIFTY10JUL2526400CE,NIFTY,10JUL2025,2640000.000000,75,OPTIDX,NFO,5.000000
40130,NIFTY10JUL2526600CE,NIFTY,10JUL2025,2660000.000000,75,OPTIDX,NFO,5.000000
40144,NIFTY10JUL2526750CE,NIFTY,10JUL2025,2675000.000000,75,OPTIDX,NFO,5.000000
40146,NIFTY10JUL2526800CE,NIFTY,10JUL2025,2680000.000000,75,OPTIDX,NFO,5.000000
40155,NIFTY10JUL2526950PE,NIFTY,10JUL2025,2695000.000000,75,OPTIDX,NFO,5.000000
40679,BANKBARODA31JUL25220CE,BANKBARODA,31JUL2025,22000.000000,2925,OPTSTK,NFO,5.000000
40216,NIFTY10JUL2527300PE,NIFTY,10JUL2025,2730000.000000,75,OPTIDX,NFO,5.000000
40400,ABCAPITAL31JUL25310PE,ABCAPITAL,31JUL2025,31000.000000,3100,OPTSTK,NFO,5.000000
40466,BAJFINANCE31JUL251300PE,BAJFINANCE,31JUL2025,130000.000000,750,OPTSTK,NFO,5.000000
40704,BANKBARODA31JUL25242.5PE,BANKBARODA,31JUL2025,24250.000000,2925,OPTSTK,NFO,5.000000
40709,BANKBARODA31JUL25250CE,BANKBARODA,31JUL2025,25000.000000,2925,OPTSTK,NFO,5.000000
40713,BANKBARODA31JUL25255CE,BANKBARODA,31JUL2025,25500.000000,2925,OPTSTK,NFO,5.000000
40720,BANKBARODA31JUL25262.5PE,BANKBARODA,31JUL2025,26250.000000,2925,OPTSTK,NFO,5.000000
40722,BANKBARODA31JUL25265PE,BANKBARODA,31JUL2025,26500.000000,2925,OPTSTK,NFO,5.000000
41499,BANKBARODA31JUL25275CE,BANKBARODA,31JUL2025,27500.000000,2925,OPTSTK,NFO,5.000000
41668,ADANIPORTS31JUL251640PE,ADANIPORTS,31JUL2025,164000.000000,475,OPTSTK,NFO,5.000000
42079,HDFCAMC31JUL254100CE,HDFCAMC,31JUL2025,410000.000000,150,OPTSTK,NFO,5.000000
42097,HDFCAMC31JUL254400CE,HDFCAMC,31JUL2025,440000.000000,150,OPTSTK,NFO,5.000000
42099,HDFCAMC31JUL254450CE,HDFCAMC,31JUL2025,445000.000000,150,OPTSTK,NFO,5.000000
42116,HDFCAMC31JUL254700CE,HDFCAMC,31JUL2025,470000.000000,150,OPTSTK,NFO,5.000000
42191,HDFCAMC31JUL255100PE,HDFCAMC,31JUL2025,510000.000000,150,OPTSTK,NFO,5.000000
42216,HDFCAMC31JUL255250CE,HDFCAMC,31JUL2025,525000.000000,150,OPTSTK,NFO,5.000000
42266,HDFCAMC31JUL255700CE,HDFCAMC,31JUL2025,570000.000000,150,OPTSTK,NFO,5.000000
42331,HDFCAMC28AUG254000CE,HDFCAMC,28AUG2025,400000.000000,150,OPTSTK,NFO,5.000000
42346,HDFCAMC28AUG254300PE,HDFCAMC,28AUG2025,430000.000000,150,OPTSTK,NFO,5.000000
42348,HDFCAMC28AUG254400CE,HDFCAMC,28AUG2025,440000.000000,150,OPTSTK,NFO,5.000000
42349,HDFCAMC28AUG254400PE,HDFCAMC,28AUG2025,440000.000000,150,OPTSTK,NFO,5.000000
42358,HDFCAMC28AUG254900CE,HDFCAMC,28AUG2025,490000.000000,150,OPTSTK,NFO,5.000000
42371,HDFCAMC28AUG255200PE,HDFCAMC,28AUG2025,520000.000000,150,OPTSTK,NFO,5.000000
42618,ATGL31JUL25820CE,ATGL,31JUL2025,82000.000000,875,OPTSTK,NFO,5.000000
42782,MANAPPURAM31JUL25305CE,MANAPPURAM,31JUL2025,30500.000000,3000,OPTSTK,NFO,5.000000
42823,MCX31JUL258900PE,MCX,31JUL2025,890000.000000,125,OPTSTK,NFO,5.000000
42826,MCX31JUL259800CE,MCX,31JUL2025,980000.000000,125,OPTSTK,NFO,5.000000
43016,MUTHOOTFIN31JUL252920CE,MUTHOOTFIN,31JUL2025,292000.000000,275,OPTSTK,NFO,5.000000
43403,TATASTEEL31JUL25152.5PE,TATASTEEL,31JUL2025,15250.000000,5500,OPTSTK,NFO,5.000000
43404,TATASTEEL31JUL25155CE,TATASTEEL,31JUL2025,15500.000000,5500,OPTSTK,NFO,5.000000
43415,TATASTEEL31JUL25165PE,TATASTEEL,31JUL2025,16500.000000,5500,OPTSTK,NFO,5.000000
43417,TATASTEEL31JUL25167.5PE,TATASTEEL,31JUL2025,16750.000000,5500,OPTSTK,NFO,5.000000
43485,TATASTEEL28AUG25135PE,TATASTEEL,28AUG2025,13500.000000,5500,OPTSTK,NFO,5.000000
43489,TATASTEEL28AUG25145PE,TATASTEEL,28AUG2025,14500.000000,5500,OPTSTK,NFO,5.000000
43494,TATASTEEL28AUG25160CE,TATASTEEL,28AUG2025,16000.000000,5500,OPTSTK,NFO,5.000000
43495,TATASTEEL28AUG25160PE,TATASTEEL,28AUG2025,16000.000000,5500,OPTSTK,NFO,5.000000
124133,RBLBANK31JUL25180CE,RBLBANK,31JUL2025,18000.000000,3175,OPTSTK,NFO,5.000000
124134,RBLBANK31JUL25180PE,RBLBANK,31JUL2025,18000.000000,3175,OPTSTK,NFO,5.000000
124138,RBLBANK31JUL25190PE,RBLBANK,31JUL2025,19000.000000,3175,OPTSTK,NFO,5.000000
124143,RBLBANK31JUL25200CE,RBLBANK,31JUL2025,20000.000000,3175,OPTSTK,NFO,5.000000
124155,RBLBANK31JUL25225CE,RBLBANK,31JUL2025,22500.000000,3175,OPTSTK,NFO,5.000000
124164,RBLBANK31JUL25240PE,RBLBANK,31JUL2025,24000.000000,3175,OPTSTK,NFO,5.000000
124168,RBLBANK31JUL25250PE,RBLBANK,31JUL2025,25000.000000,3175,OPTSTK,NFO,5.000000
124233,RECLTD31JUL25320PE,RECLTD,31JUL2025,32000.000000,1275,OPTSTK,NFO,5.000000
124246,NYKAA28AUG25190PE,NYKAA,28AUG2025,19000.000000,3125,OPTSTK,NFO,5.000000
124248,NYKAA28AUG25195CE,NYKAA,28AUG2025,19500.000000,3125,OPTSTK,NFO,5.000000
124269,RECLTD31JUL25460PE,RECLTD,31JUL2025,46000.000000,1275,OPTSTK,NFO,5.000000
124365,NYKAA28AUG25225PE,NYKAA,28AUG2025,22500.000000,3125,OPTSTK,NFO,5.000000
124418,PIDILITIND28AUG252780CE,PIDILITIND,28AUG2025,278000.000000,250,OPTSTK,NFO,5.000000
124419,PIDILITIND28AUG252780PE,PIDILITIND,28AUG2025,278000.000000,250,OPTSTK,NFO,5.000000
124420,PIDILITIND28AUG252820CE,PIDILITIND,28AUG2025,282000.000000,250,OPTSTK,NFO,5.000000
124431,PIDILITIND28AUG253020PE,PIDILITIND,28AUG2025,302000.000000,250,OPTSTK,NFO,5.000000
124438,OBEROIRLTY31JUL251580PE,OBEROIRLTY,31JUL2025,158000.000000,350,OPTSTK,NFO,5.000000
124444,PIDILITIND28AUG253220CE,PIDILITIND,28AUG2025,322000.000000,250,OPTSTK,NFO,5.000000
124447,OBEROIRLTY31JUL251700CE,OBEROIRLTY,31JUL2025,170000.000000,350,OPTSTK,NFO,5.000000
124459,OBEROIRLTY31JUL251820PE,OBEROIRLTY,31JUL2025,182000.000000,350,OPTSTK,NFO,5.000000
124464,OBEROIRLTY31JUL251900PE,OBEROIRLTY,31JUL2025,190000.000000,350,OPTSTK,NFO,5.000000
124474,OBEROIRLTY31JUL252100PE,OBEROIRLTY,31JUL2025,210000.000000,350,OPTSTK,NFO,5.000000
124651,OBEROIRLTY28AUG251680PE,OBEROIRLTY,28AUG2025,168000.000000,350,OPTSTK,NFO,5.000000
124698,RELIANCE31JUL251360PE,RELIANCE,31JUL2025,136000.000000,500,OPTSTK,NFO,5.000000
124700,RELIANCE31JUL251380PE,RELIANCE,31JUL2025,138000.000000,500,OPTSTK,NFO,5.000000
124707,RELIANCE31JUL251460CE,RELIANCE,31JUL2025,146000.000000,500,OPTSTK,NFO,5.000000
124715,RELIANCE31JUL251540CE,RELIANCE,31JUL2025,154000.000000,500,OPTSTK,NFO,5.000000
124723,OBEROIRLTY28AUG251760CE,OBEROIRLTY,28AUG2025,176000.000000,350,OPTSTK,NFO,5.000000
124726,RELIANCE31JUL251580CE,RELIANCE,31JUL2025,158000.000000,500,OPTSTK,NFO,5.000000
124727,OBEROIRLTY28AUG251800PE,OBEROIRLTY,28AUG2025,180000.000000,350,OPTSTK,NFO,5.000000
124739,RELIANCE31JUL251680PE,RELIANCE,31JUL2025,168000.000000,500,OPTSTK,NFO,5.000000
124760,PIDILITIND30SEP252640CE,PIDILITIND,30SEP2025,264000.000000,250,OPTSTK,NFO,5.000000
124767,PIDILITIND30SEP252720PE,PIDILITIND,30SEP2025,272000.000000,250,OPTSTK,NFO,5.000000
124810,SAIL31JUL25120CE,SAIL,31JUL2025,12000.000000,4700,OPTSTK,NFO,5.000000
124864,OBEROIRLTY28AUG252080CE,OBEROIRLTY,28AUG2025,208000.000000,350,OPTSTK,NFO,5.000000
124925,OBEROIRLTY28AUG252160PE,OBEROIRLTY,28AUG2025,216000.000000,350,OPTSTK,NFO,5.000000
125010,SBICARD31JUL25880PE,SBICARD,31JUL2025,88000.000000,800,OPTSTK,NFO,5.000000
125014,OFSS31JUL258100PE,OFSS,31JUL2025,810000.000000,75,OPTSTK,NFO,5.000000
125025,OFSS31JUL258700CE,OFSS,31JUL2025,870000.000000,75,OPTSTK,NFO,5.000000
125029,OFSS31JUL259100CE,OFSS,31JUL2025,910000.000000,75,OPTSTK,NFO,5.000000
125075,SBICARD31JUL251040CE,SBICARD,31JUL2025,104000.000000,800,OPTSTK,NFO,5.000000
125076,SBICARD31JUL251040PE,SBICARD,31JUL2025,104000.000000,800,OPTSTK,NFO,5.000000
125133,OFSS28AUG257200PE,OFSS,28AUG2025,720000.000000,75,OPTSTK,NFO,5.000000
125228,SBILIFE31JUL251560PE,SBILIFE,31JUL2025,156000.000000,375,OPTSTK,NFO,5.000000
125232,SBILIFE31JUL251640PE,SBILIFE,31JUL2025,164000.000000,375,OPTSTK,NFO,5.000000
125287,OFSS28AUG259000CE,OFSS,28AUG2025,900000.000000,75,OPTSTK,NFO,5.000000
125288,OFSS28AUG259000PE,OFSS,28AUG2025,900000.000000,75,OPTSTK,NFO,5.000000
125291,OFSS28AUG259400CE,OFSS,28AUG2025,940000.000000,75,OPTSTK,NFO,5.000000
125295,OFSS28AUG259600CE,OFSS,28AUG2025,960000.000000,75,OPTSTK,NFO,5.000000
125298,OFSS28AUG259600PE,OFSS,28AUG2025,960000.000000,75,OPTSTK,NFO,5.000000
125388,OIL31JUL25410CE,OIL,31JUL2025,41000.000000,1400,OPTSTK,NFO,5.000000
125395,OIL31JUL25470PE,OIL,31JUL2025,47000.000000,1400,OPTSTK,NFO,5.000000
125396,OIL31JUL25490CE,OIL,31JUL2025,49000.000000,1400,OPTSTK,NFO,5.000000
125449,SBIN31JUL25700PE,SBIN,31JUL2025,70000.000000,750,OPTSTK,NFO,5.000000
125499,PIIND28AUG253850PE,PIIND,28AUG2025,385000.000000,175,OPTSTK,NFO,5.000000
125510,PIIND28AUG254450CE,PIIND,28AUG2025,445000.000000,175,OPTSTK,NFO,5.000000
125526,SBIN31JUL25900PE,SBIN,31JUL2025,90000.000000,750,OPTSTK,NFO,5.000000
125528,SBIN31JUL25920CE,SBIN,31JUL2025,92000.000000,750,OPTSTK,NFO,5.000000
125529,SBIN31JUL25920PE,SBIN,31JUL2025,92000.000000,750,OPTSTK,NFO,5.000000
125551,ONGC31JUL25222.5PE,ONGC,31JUL2025,22250.000000,2250,OPTSTK,NFO,5.000000
125582,ONGC31JUL25247.5PE,ONGC,31JUL2025,24750.000000,2250,OPTSTK,NFO,5.000000
125587,ONGC31JUL25262.5CE,ONGC,31JUL2025,26250.000000,2250,OPTSTK,NFO,5.000000
125593,ONGC31JUL25277.5CE,ONGC,31JUL2025,27750.000000,2250,OPTSTK,NFO,5.000000
125663,ONGC28AUG25200CE,ONGC,28AUG2025,20000.000000,2250,OPTSTK,NFO,5.000000
125667,ONGC28AUG25210CE,ONGC,28AUG2025,21000.000000,2250,OPTSTK,NFO,5.000000
125678,ONGC28AUG25235CE,ONGC,28AUG2025,23500.000000,2250,OPTSTK,NFO,5.000000
125683,ONGC28AUG25245PE,ONGC,28AUG2025,24500.000000,2250,OPTSTK,NFO,5.000000
125685,ONGC28AUG25250CE,ONGC,28AUG2025,25000.000000,2250,OPTSTK,NFO,5.000000
125689,ONGC28AUG25255PE,ONGC,28AUG2025,25500.000000,2250,OPTSTK,NFO,5.000000
125694,ONGC28AUG25265PE,ONGC,28AUG2025,26500.000000,2250,OPTSTK,NFO,5.000000
125780,PIIND30SEP254400CE,PIIND,30SEP2025,440000.000000,175,OPTSTK,NFO,5.000000
125781,PIIND30SEP254400PE,PIIND,30SEP2025,440000.000000,175,OPTSTK,NFO,5.000000
125846,PAGEIND31JUL2543500CE,PAGEIND,31JUL2025,4350000.000000,15,OPTSTK,NFO,5.000000
125853,PAGEIND31JUL2546500PE,PAGEIND,31JUL2025,4650000.000000,15,OPTSTK,NFO,5.000000
125855,PAGEIND31JUL2547500PE,PAGEIND,31JUL2025,4750000.000000,15,OPTSTK,NFO,5.000000
125877,SHREECEM31JUL2524500CE,SHREECEM,31JUL2025,2450000.000000,25,OPTSTK,NFO,5.000000
125883,PAGEIND31JUL2552500PE,PAGEIND,31JUL2025,5250000.000000,15,OPTSTK,NFO,5.000000
125889,PAGEIND31JUL2555500PE,PAGEIND,31JUL2025,5550000.000000,15,OPTSTK,NFO,5.000000
125929,SHREECEM31JUL2525500CE,SHREECEM,31JUL2025,2550000.000000,25,OPTSTK,NFO,5.000000
125944,PAGEIND28AUG2538000CE,PAGEIND,28AUG2025,3800000.000000,15,OPTSTK,NFO,5.000000
125969,PAGEIND28AUG2541000CE,PAGEIND,28AUG2025,4100000.000000,15,OPTSTK,NFO,5.000000
125970,PAGEIND28AUG2541000PE,PAGEIND,28AUG2025,4100000.000000,15,OPTSTK,NFO,5.000000
125979,PAGEIND28AUG2546000CE,PAGEIND,28AUG2025,4600000.000000,15,OPTSTK,NFO,5.000000
126006,PAGEIND28AUG2547000PE,PAGEIND,28AUG2025,4700000.000000,15,OPTSTK,NFO,5.000000
126026,PAGEIND28AUG2556000PE,PAGEIND,28AUG2025,5600000.000000,15,OPTSTK,NFO,5.000000
126050,SHREECEM31JUL2532000CE,SHREECEM,31JUL2025,3200000.000000,25,OPTSTK,NFO,5.000000
126067,SHREECEM31JUL2534500PE,SHREECEM,31JUL2025,3450000.000000,25,OPTSTK,NFO,5.000000
126183,PNB28AUG25115PE,PNB,28AUG2025,11500.000000,8000,OPTSTK,NFO,5.000000
126238,SHRIRAMFIN31JUL25560CE,SHRIRAMFIN,31JUL2025,56000.000000,825,OPTSTK,NFO,5.000000
126271,PATANJALI31JUL251620CE,PATANJALI,31JUL2025,162000.000000,300,OPTSTK,NFO,5.000000
126286,SHRIRAMFIN31JUL25740CE,SHRIRAMFIN,31JUL2025,74000.000000,825,OPTSTK,NFO,5.000000
126327,PATANJALI31JUL251820PE,PATANJALI,31JUL2025,182000.000000,300,OPTSTK,NFO,5.000000
126358,PNB30SEP2592PE,PNB,30SEP2025,9200.000000,8000,OPTSTK,NFO,5.000000
126374,PATANJALI28AUG251440PE,PATANJALI,28AUG2025,144000.000000,300,OPTSTK,NFO,5.000000
126379,PATANJALI28AUG251560CE,PATANJALI,28AUG2025,156000.000000,300,OPTSTK,NFO,5.000000
126380,PATANJALI28AUG251560PE,PATANJALI,28AUG2025,156000.000000,300,OPTSTK,NFO,5.000000
126442,PNB30SEP25120CE,PNB,30SEP2025,12000.000000,8000,OPTSTK,NFO,5.000000
126391,PATANJALI28AUG251760CE,PATANJALI,28AUG2025,176000.000000,300,OPTSTK,NFO,5.000000
126425,PATANJALI28AUG251880CE,PATANJALI,28AUG2025,188000.000000,300,OPTSTK,NFO,5.000000
126476,SIEMENS31JUL252400PE,SIEMENS,31JUL2025,240000.000000,125,OPTSTK,NFO,5.000000
126516,SIEMENS31JUL253000PE,SIEMENS,31JUL2025,300000.000000,125,OPTSTK,NFO,5.000000
126620,PAYTM28AUG25760CE,PAYTM,28AUG2025,76000.000000,725,OPTSTK,NFO,5.000000
126645,PAYTM28AUG251040CE,PAYTM,28AUG2025,104000.000000,725,OPTSTK,NFO,5.000000
126780,PEL31JUL251060PE,PEL,31JUL2025,106000.000000,750,OPTSTK,NFO,5.000000
126782,PEL31JUL251100PE,PEL,31JUL2025,110000.000000,750,OPTSTK,NFO,5.000000
126785,PEL31JUL251180CE,PEL,31JUL2025,118000.000000,750,OPTSTK,NFO,5.000000
126789,PEL31JUL251260CE,PEL,31JUL2025,126000.000000,750,OPTSTK,NFO,5.000000
126842,SJVN31JUL2596CE,SJVN,31JUL2025,9600.000000,5875,OPTSTK,NFO,5.000000
126845,SJVN31JUL2598PE,SJVN,31JUL2025,9800.000000,5875,OPTSTK,NFO,5.000000
126847,SJVN31JUL25100PE,SJVN,31JUL2025,10000.000000,5875,OPTSTK,NFO,5.000000
126852,SJVN31JUL25106CE,SJVN,31JUL2025,10600.000000,5875,OPTSTK,NFO,5.000000
126893,PERSISTENT31JUL255700CE,PERSISTENT,31JUL2025,570000.000000,100,OPTSTK,NFO,5.000000
126894,PERSISTENT31JUL255700PE,PERSISTENT,31JUL2025,570000.000000,100,OPTSTK,NFO,5.000000
126914,PERSISTENT31JUL256500CE,PERSISTENT,31JUL2025,650000.000000,100,OPTSTK,NFO,5.000000
126917,PERSISTENT31JUL256700PE,PERSISTENT,31JUL2025,670000.000000,100,OPTSTK,NFO,5.000000
126977,PERSISTENT28AUG255400CE,PERSISTENT,28AUG2025,540000.000000,100,OPTSTK,NFO,5.000000
126952,POLICYBZR31JUL251650PE,POLICYBZR,31JUL2025,165000.000000,350,OPTSTK,NFO,5.000000
126972,PERSISTENT28AUG254800PE,PERSISTENT,28AUG2025,480000.000000,100,OPTSTK,NFO,5.000000
126976,PERSISTENT28AUG255200PE,PERSISTENT,28AUG2025,520000.000000,100,OPTSTK,NFO,5.000000
127034,POLICYBZR28AUG252050PE,POLICYBZR,28AUG2025,205000.000000,350,OPTSTK,NFO,5.000000
127050,PERSISTENT28AUG255800PE,PERSISTENT,28AUG2025,580000.000000,100,OPTSTK,NFO,5.000000
127058,PERSISTENT28AUG256600PE,PERSISTENT,28AUG2025,660000.000000,100,OPTSTK,NFO,5.000000
127059,PERSISTENT28AUG256800CE,PERSISTENT,28AUG2025,680000.000000,100,OPTSTK,NFO,5.000000
127114,SOLARINDS31JUL2517500PE,SOLARINDS,31JUL2025,1750000.000000,75,OPTSTK,NFO,5.000000
127116,SOLARINDS31JUL2518000PE,SOLARINDS,31JUL2025,1800000.000000,75,OPTSTK,NFO,5.000000
127121,PETRONET31JUL25265CE,PETRONET,31JUL2025,26500.000000,1800,OPTSTK,NFO,5.000000
127139,PETRONET31JUL25335CE,PETRONET,31JUL2025,33500.000000,1800,OPTSTK,NFO,5.000000
127179,PETRONET28AUG25260PE,PETRONET,28AUG2025,26000.000000,1800,OPTSTK,NFO,5.000000
127181,PETRONET28AUG25270PE,PETRONET,28AUG2025,27000.000000,1800,OPTSTK,NFO,5.000000
127182,PETRONET28AUG25280CE,PETRONET,28AUG2025,28000.000000,1800,OPTSTK,NFO,5.000000
127183,PETRONET28AUG25280PE,PETRONET,28AUG2025,28000.000000,1800,OPTSTK,NFO,5.000000
127192,PETRONET28AUG25320PE,PETRONET,28AUG2025,32000.000000,1800,OPTSTK,NFO,5.000000
127195,PETRONET28AUG25340CE,PETRONET,28AUG2025,34000.000000,1800,OPTSTK,NFO,5.000000
127200,PETRONET28AUG25350PE,PETRONET,28AUG2025,35000.000000,1800,OPTSTK,NFO,5.000000
127201,PETRONET28AUG25360CE,PETRONET,28AUG2025,36000.000000,1800,OPTSTK,NFO,5.000000
127253,PFC31JUL25410PE,PFC,31JUL2025,41000.000000,1300,OPTSTK,NFO,5.000000
127261,SOLARINDS31JUL2519000CE,SOLARINDS,31JUL2025,1900000.000000,75,OPTSTK,NFO,5.000000
127374,POLYCAB28AUG256900PE,POLYCAB,28AUG2025,690000.000000,125,OPTSTK,NFO,5.000000
127408,SONACOMS31JUL25440CE,SONACOMS,31JUL2025,44000.000000,1050,OPTSTK,NFO,5.000000
