symbol,exchange,token,lot_size,instrument_type
RELIANCE30SEP251250PE,NFO,120693,500,OPTSTK
RELIANCE30SEP251290CE,NFO,120696,500,OPTSTK
RELIANCE30SEP251310CE,NFO,120698,500,OPTSTK
TATASTEEL25NOV25180PE,NFO,123103,5500,OPTSTK
SHREECEM30SEP2527750CE,NFO,123170,25,OPTSTK
SHREECEM30SEP2528750PE,NFO,123175,25,OPTSTK
TATATECH28OCT25610PE,NFO,123185,800,OPTSTK
RELIANCE30SEP251390CE,NFO,120706,500,OPTSTK
SUPREMEIND25NOV255000PE,NFO,120723,175,OPTSTK
SUZLON28OCT2551PE,NFO,120789,8000,OPTSTK
SUZLON25NOV2556CE,NFO,120934,8000,OPTSTK
TATATECH25NOV25660PE,NFO,123254,800,OPTSTK
TATATECH25NOV25740CE,NFO,123261,800,OPTSTK
SHREECEM30SEP2532750CE,NFO,123294,25,OPTSTK
SHREECEM28OCT2529000PE,NFO,123422,25,OPTSTK
RELIANCE28OCT251340CE,NFO,120957,500,OPTSTK
RELIANCE28OCT251340PE,NFO,120960,500,OPTSTK
RELIANCE28OCT251360CE,NFO,120961,500,OPTSTK
RELIANCE28OCT251600PE,NFO,121097,500,OPTSTK
SHREECEM28OCT2530500CE,NFO,123427,25,OPTSTK
TCS28OCT253140CE,NFO,123482,175,OPTSTK
SHRIRAMFIN30SEP25530PE,NFO,123533,825,OPTSTK
SHRIRAMFIN30SEP25650CE,NFO,123544,825,OPTSTK
PAGEIND30SEP2539000PE,NFO,121128,15,OPTSTK
PAGEIND30SEP2542000CE,NFO,121133,15,OPTSTK
PAGEIND30SEP2543000PE,NFO,121136,15,OPTSTK
PAGEIND30SEP2546000PE,NFO,121142,15,OPTSTK
SHRIRAMFIN30SEP25670PE,NFO,123549,825,OPTSTK
TCS25NOV252960PE,NFO,123725,175,OPTSTK
TCS25NOV253080PE,NFO,123741,175,OPTSTK
SHRIRAMFIN28OCT25600CE,NFO,123782,825,OPTSTK
PAGEIND30SEP2550000CE,NFO,121153,15,OPTSTK
PAGEIND30SEP2552000CE,NFO,121159,15,OPTSTK
RVNL30SEP25310CE,NFO,121266,1375,OPTSTK
RVNL30SEP25350CE,NFO,121270,1375,OPTSTK
SYNGENE25NOV25580CE,NFO,121294,1000,OPTSTK
RVNL28OCT25320CE,NFO,121332,1375,OPTSTK
RVNL28OCT25380CE,NFO,121374,1375,OPTSTK
PATANJALI30SEP251600PE,NFO,121408,300,OPTSTK
TCS25NOV253360PE,NFO,123786,175,OPTSTK
SHRIRAMFIN28OCT25600PE,NFO,123813,825,OPTSTK
SIEMENS30SEP252750CE,NFO,123880,125,OPTSTK
SIEMENS30SEP252750PE,NFO,123881,125,OPTSTK
SAIL30SEP25112.5PE,NFO,121475,4700,OPTSTK
PATANJALI30SEP252040CE,NFO,121515,300,OPTSTK
SAIL28OCT25100CE,NFO,121534,4700,OPTSTK
PATANJALI30SEP252040PE,NFO,121544,300,OPTSTK
TECHM28OCT251660PE,NFO,124000,600,OPTSTK
PHOENIXLTD30SEP251480PE,NFO,124079,350,OPTSTK
SIEMENS28OCT253100CE,NFO,124110,125,OPTSTK
TECHM25NOV251360CE,NFO,124130,600,OPTSTK
PATANJALI30SEP252080CE,NFO,121546,300,OPTSTK
SAIL28OCT25130CE,NFO,121548,4700,OPTSTK
TATACONSUM28OCT25990CE,NFO,121570,550,OPTSTK
TATACONSUM28OCT251030PE,NFO,121575,550,OPTSTK
TECHM25NOV251440PE,NFO,124137,600,OPTSTK
SOLARINDS30SEP2513250CE,NFO,124225,75,OPTSTK
SOLARINDS30SEP2515750PE,NFO,124250,75,OPTSTK
SOLARINDS30SEP2516750PE,NFO,124259,75,OPTSTK
TATACONSUM28OCT251050CE,NFO,121576,550,OPTSTK
TATACONSUM28OCT251070PE,NFO,121579,550,OPTSTK
TATACONSUM28OCT251110CE,NFO,121588,550,OPTSTK
TATACONSUM28OCT251150PE,NFO,121605,550,OPTSTK
SOLARINDS28OCT2511500PE,NFO,124349,75,OPTSTK
TIINDIA28OCT253050CE,NFO,124291,200,OPTSTK
TIINDIA28OCT253050PE,NFO,124292,200,OPTSTK
TIINDIA28OCT253150PE,NFO,124294,200,OPTSTK
TATACONSUM28OCT251170PE,NFO,121616,550,OPTSTK
SBICARD30SEP25810CE,NFO,121695,800,OPTSTK
SBICARD30SEP25850PE,NFO,121708,800,OPTSTK
SBICARD30SEP25930CE,NFO,121733,800,OPTSTK
TIINDIA25NOV252600CE,NFO,124448,200,OPTSTK
TIINDIA25NOV253400PE,NFO,124471,200,OPTSTK
SONACOMS30SEP25430CE,NFO,124520,1050,OPTSTK
SOLARINDS28OCT2516500CE,NFO,124412,75,OPTSTK
TATACONSUM25NOV25960PE,NFO,121738,550,OPTSTK
TATACONSUM25NOV251020CE,NFO,121743,550,OPTSTK
TATACONSUM25NOV251020PE,NFO,121744,550,OPTSTK
TATACONSUM25NOV251160CE,NFO,121804,550,OPTSTK
SONACOMS30SEP25430PE,NFO,124539,1050,OPTSTK
TITAGARH28OCT25780PE,NFO,124543,725,OPTSTK
SONACOMS28OCT25420PE,NFO,124607,1050,OPTSTK
SONACOMS28OCT25500CE,NFO,124629,1050,OPTSTK
PAYTM30SEP25960PE,NFO,121821,725,OPTSTK
SBICARD28OCT25660CE,NFO,121827,800,OPTSTK
SBICARD28OCT25760PE,NFO,121844,800,OPTSTK
PAYTM30SEP251160PE,NFO,121852,725,OPTSTK
PAYTM30SEP251200PE,NFO,121854,725,OPTSTK
SBICARD28OCT25860PE,NFO,121858,800,OPTSTK
TATACONSUM25NOV251200PE,NFO,121866,550,OPTSTK
SBILIFE30SEP251940CE,NFO,121986,375,OPTSTK
TITAGARH25NOV25800PE,NFO,124685,725,OPTSTK
TITAGARH25NOV25880CE,NFO,124688,725,OPTSTK
TITAGARH25NOV251040CE,NFO,124696,725,OPTSTK
TITAN28OCT253650CE,NFO,124747,175,OPTSTK
TATAMOTORS28OCT25750PE,NFO,122211,800,OPTSTK
TATAELXSI28OCT254700PE,NFO,122014,100,OPTSTK
TATAELXSI28OCT255900PE,NFO,122026,100,OPTSTK
TATAMOTORS28OCT25670CE,NFO,122202,800,OPTSTK
TITAN28OCT253750PE,NFO,124754,175,OPTSTK
TITAN28OCT253850PE,NFO,124756,175,OPTSTK
PIDILITIND30SEP252680CE,NFO,124764,250,OPTSTK
PIDILITIND30SEP252760CE,NFO,124788,250,OPTSTK
PERSISTENT30SEP254600PE,NFO,122274,100,OPTSTK
PERSISTENT30SEP255400CE,NFO,122281,100,OPTSTK
PERSISTENT30SEP255600PE,NFO,122284,100,OPTSTK
PERSISTENT30SEP255800CE,NFO,122285,100,OPTSTK
SRF30SEP252650CE,NFO,124839,200,OPTSTK
SRF30SEP252650PE,NFO,124840,200,OPTSTK
SRF28OCT252300PE,NFO,124898,200,OPTSTK
SRF28OCT252400PE,NFO,124900,200,OPTSTK
PETRONET30SEP25230PE,NFO,122421,1800,OPTSTK
PETRONET30SEP25260CE,NFO,122428,1800,OPTSTK
PETRONET30SEP25270CE,NFO,122430,1800,OPTSTK
TATAMOTORS25NOV25660CE,NFO,122434,800,OPTSTK
SBILIFE28OCT251560PE,NFO,122435,375,OPTSTK
TATAMOTORS25NOV25680CE,NFO,122439,800,OPTSTK
PETRONET30SEP25310PE,NFO,122445,1800,OPTSTK
PETRONET30SEP25320CE,NFO,122446,1800,OPTSTK
SRF28OCT252500PE,NFO,124902,200,OPTSTK
SRF28OCT253300PE,NFO,124918,200,OPTSTK
TITAN25NOV253600PE,NFO,124948,175,OPTSTK
PIDILITIND30SEP252960PE,NFO,124953,250,OPTSTK
PETRONET30SEP25330PE,NFO,122449,1800,OPTSTK
TATAMOTORS25NOV25780CE,NFO,122516,800,OPTSTK
PFC30SEP25320PE,NFO,122543,1300,OPTSTK
PFC30SEP25440PE,NFO,122557,1300,OPTSTK
TORNTPHARM28OCT253350CE,NFO,125030,250,OPTSTK
TORNTPHARM28OCT253550PE,NFO,125035,250,OPTSTK
TORNTPHARM28OCT253850CE,NFO,125040,250,OPTSTK
PIDILITIND30SEP253560CE,NFO,125060,250,OPTSTK
SBILIFE28OCT252080PE,NFO,122628,375,OPTSTK
TATAPOWER28OCT25365PE,NFO,122639,1450,OPTSTK
TATAPOWER28OCT25425PE,NFO,122651,1450,OPTSTK
TATAPOWER25NOV25320PE,NFO,122689,1450,OPTSTK
PIDILITIND30SEP253560PE,NFO,125061,250,OPTSTK
TORNTPHARM25NOV253200CE,NFO,125136,250,OPTSTK
TORNTPHARM25NOV253400CE,NFO,125140,250,OPTSTK
SUNPHARMA30SEP251460CE,NFO,125157,350,OPTSTK
TATAPOWER25NOV25330CE,NFO,122690,1450,OPTSTK
TATAPOWER25NOV25330PE,NFO,122691,1450,OPTSTK
TATAPOWER25NOV25340PE,NFO,122693,1450,OPTSTK
TATAPOWER25NOV25350CE,NFO,122694,1450,OPTSTK
SBIN30SEP25830PE,NFO,122784,750,OPTSTK
SBIN30SEP25870PE,NFO,122798,750,OPTSTK
TATASTEEL28OCT25152.5CE,NFO,122810,5500,OPTSTK
SBIN30SEP25910CE,NFO,122904,750,OPTSTK
SBIN30SEP25910PE,NFO,122905,750,OPTSTK
PGEL30SEP25640CE,NFO,122983,700,OPTSTK
TATASTEEL28OCT25182.5CE,NFO,122988,5500,OPTSTK
TATASTEEL28OCT25187.5PE,NFO,122994,5500,OPTSTK
SBIN28OCT25700PE,NFO,123028,750,OPTSTK
SBIN28OCT25720PE,NFO,123030,750,OPTSTK
SBIN28OCT25860PE,NFO,123044,750,OPTSTK
PGEL30SEP25800CE,NFO,123045,700,OPTSTK
TATASTEEL25NOV25140CE,NFO,123081,5500,OPTSTK
TATASTEEL25NOV25155CE,NFO,123087,5500,OPTSTK
TATASTEEL25NOV25160PE,NFO,123090,5500,OPTSTK
SHREECEM30SEP2527250CE,NFO,123168,25,OPTSTK
SHREECEM30SEP2527250PE,NFO,123169,25,OPTSTK
SHREECEM30SEP2530250CE,NFO,123190,25,OPTSTK
TATATECH28OCT25650CE,NFO,123193,800,OPTSTK
TATATECH28OCT25690PE,NFO,123198,800,OPTSTK
TATATECH28OCT25730PE,NFO,123202,800,OPTSTK
TATATECH25NOV25620PE,NFO,123250,800,OPTSTK
TATATECH25NOV25680CE,NFO,123255,800,OPTSTK
TATATECH25NOV25700PE,NFO,123258,800,OPTSTK
TATATECH25NOV25800CE,NFO,123267,800,OPTSTK
SHREECEM30SEP2531250CE,NFO,123288,25,OPTSTK
SHREECEM28OCT2525000PE,NFO,123404,25,OPTSTK
SHREECEM28OCT2527000PE,NFO,123412,25,OPTSTK
SHREECEM28OCT2531000CE,NFO,123429,25,OPTSTK
SHREECEM28OCT2533000PE,NFO,123438,25,OPTSTK
TCS28OCT253220PE,NFO,123489,175,OPTSTK
SHRIRAMFIN30SEP25570CE,NFO,123536,825,OPTSTK
SHRIRAMFIN30SEP25610CE,NFO,123540,825,OPTSTK
TCS25NOV252640CE,NFO,123677,175,OPTSTK
TCS25NOV252800CE,NFO,123691,175,OPTSTK
TCS25NOV252880PE,NFO,123721,175,OPTSTK
SHRIRAMFIN28OCT25540CE,NFO,123769,825,OPTSTK
TCS25NOV253160PE,NFO,123773,175,OPTSTK
SHRIRAMFIN28OCT25620PE,NFO,123819,825,OPTSTK
SHRIRAMFIN28OCT25660CE,NFO,123822,825,OPTSTK
TECHM28OCT251420PE,NFO,123988,600,OPTSTK
PHOENIXLTD30SEP251320PE,NFO,124052,350,OPTSTK
PHOENIXLTD30SEP251360PE,NFO,124073,350,OPTSTK
PHOENIXLTD30SEP251440PE,NFO,124077,350,OPTSTK
PHOENIXLTD30SEP251520CE,NFO,124080,350,OPTSTK
PHOENIXLTD30SEP251600CE,NFO,124087,350,OPTSTK
PHOENIXLTD30SEP251640CE,NFO,124089,350,OPTSTK
PHOENIXLTD30SEP251680PE,NFO,124092,350,OPTSTK
PHOENIXLTD30SEP251720PE,NFO,124094,350,OPTSTK
SIEMENS28OCT252900CE,NFO,124106,125,OPTSTK
SIEMENS28OCT253500CE,NFO,124124,125,OPTSTK
TECHM25NOV251280PE,NFO,124125,600,OPTSTK
SIEMENS28OCT253500PE,NFO,124127,125,OPTSTK
TECHM25NOV251560PE,NFO,124145,600,OPTSTK
TECHM25NOV251680CE,NFO,124152,600,OPTSTK
PHOENIXLTD30SEP251760PE,NFO,124160,350,OPTSTK
TIINDIA28OCT252950PE,NFO,124290,200,OPTSTK
TIINDIA28OCT253450CE,NFO,124305,200,OPTSTK
SOLARINDS28OCT2516000PE,NFO,124411,75,OPTSTK
SOLARINDS28OCT2516000CE,NFO,124410,75,OPTSTK
SONACOMS30SEP25450CE,NFO,124540,1050,OPTSTK
TITAGARH28OCT25820CE,NFO,124544,725,OPTSTK
TITAGARH28OCT25940PE,NFO,124551,725,OPTSTK
SONACOMS30SEP25510CE,NFO,124574,1050,OPTSTK
SONACOMS28OCT25380PE,NFO,124603,1050,OPTSTK
SONACOMS28OCT25400CE,NFO,124604,1050,OPTSTK
TITAGARH25NOV25720PE,NFO,124656,725,OPTSTK
TITAGARH25NOV25760CE,NFO,124657,725,OPTSTK
SUNPHARMA30SEP251460PE,NFO,125158,350,OPTSTK
SUNPHARMA30SEP251540PE,NFO,125162,350,OPTSTK
TORNTPHARM25NOV253900CE,NFO,125214,250,OPTSTK
SUNPHARMA30SEP251660PE,NFO,125168,350,OPTSTK
TITAGARH25NOV25760PE,NFO,124658,725,OPTSTK
TITAGARH25NOV25880PE,NFO,124689,725,OPTSTK
TITAN28OCT253750CE,NFO,124751,175,OPTSTK
PIDILITIND30SEP252720CE,NFO,124766,250,OPTSTK
TORNTPOWER28OCT251140PE,NFO,125266,375,OPTSTK
SUNPHARMA28OCT251600PE,NFO,125315,350,OPTSTK
TORNTPOWER25NOV251160CE,NFO,125455,375,OPTSTK
TORNTPOWER25NOV251240PE,NFO,125465,375,OPTSTK
PIDILITIND30SEP252800PE,NFO,124791,250,OPTSTK
PIDILITIND30SEP252840PE,NFO,124793,250,OPTSTK
PIDILITIND30SEP252880PE,NFO,124795,250,OPTSTK
PIDILITIND30SEP252920CE,NFO,124811,250,OPTSTK
SUPREMEIND28OCT254400PE,NFO,125571,175,OPTSTK
TRENT28OCT255100PE,NFO,125593,100,OPTSTK
TRENT28OCT255900CE,NFO,125638,100,OPTSTK
PIIND30SEP253200PE,NFO,125726,175,OPTSTK
SRF30SEP253050PE,NFO,124850,200,OPTSTK
SRF28OCT253000CE,NFO,124911,200,OPTSTK
TITAN25NOV253300CE,NFO,124941,175,OPTSTK
TITAN25NOV253600CE,NFO,124947,175,OPTSTK
PIIND30SEP253300PE,NFO,125728,175,OPTSTK
PIIND30SEP254200CE,NFO,125776,175,OPTSTK
TRENT25NOV254600CE,NFO,125842,100,OPTSTK
TRENT25NOV255200PE,NFO,125849,100,OPTSTK
PIDILITIND30SEP253160PE,NFO,124967,250,OPTSTK
PIDILITIND30SEP253280PE,NFO,124998,250,OPTSTK
TORNTPHARM28OCT253650CE,NFO,125036,250,OPTSTK
TORNTPHARM28OCT253950CE,NFO,125042,250,OPTSTK
PIDILITIND30SEP253480CE,NFO,125056,250,OPTSTK
PIDILITIND30SEP253520CE,NFO,125058,250,OPTSTK
PIDILITIND30SEP253520PE,NFO,125059,250,OPTSTK
TORNTPHARM25NOV253200PE,NFO,125137,250,OPTSTK
TRENT25NOV255800PE,NFO,125855,100,OPTSTK
TVSMOTOR28OCT253450CE,NFO,125894,350,OPTSTK
TVSMOTOR28OCT253650CE,NFO,125898,350,OPTSTK
TVSMOTOR25NOV253400CE,NFO,126015,350,OPTSTK
SUNPHARMA30SEP251620CE,NFO,125165,350,OPTSTK
SUNPHARMA30SEP251740PE,NFO,125172,350,OPTSTK
TORNTPHARM25NOV253500PE,NFO,125194,250,OPTSTK
TORNTPHARM25NOV253800PE,NFO,125213,250,OPTSTK
ULTRACEMCO28OCT2511500PE,NFO,126095,50,OPTSTK
SUZLON30SEP2555CE,NFO,126173,8000,OPTSTK
ULTRACEMCO28OCT2512900PE,NFO,126198,50,OPTSTK
SUZLON30SEP2562CE,NFO,126317,8000,OPTSTK
TORNTPOWER28OCT251220CE,NFO,125269,375,OPTSTK
SUNPHARMA28OCT251360PE,NFO,125301,350,OPTSTK
SUNPHARMA28OCT251400PE,NFO,125305,350,OPTSTK
SUNPHARMA28OCT251480PE,NFO,125309,350,OPTSTK
ULTRACEMCO25NOV2512000CE,NFO,126332,50,OPTSTK
PNB30SEP2586CE,NFO,126339,8000,OPTSTK
ULTRACEMCO25NOV2512800PE,NFO,126343,50,OPTSTK
SUZLON30SEP2567CE,NFO,126347,8000,OPTSTK
SUNPHARMA28OCT251520PE,NFO,125311,350,OPTSTK
TORNTPOWER28OCT251300CE,NFO,125355,375,OPTSTK
TORNTPOWER28OCT251420PE,NFO,125386,375,OPTSTK
TORNTPOWER25NOV251360CE,NFO,125474,375,OPTSTK
SUZLON30SEP2568CE,NFO,126351,8000,OPTSTK
PNB30SEP2594CE,NFO,126359,8000,OPTSTK
SUZLON30SEP2570CE,NFO,126399,8000,OPTSTK
PNB30SEP25106CE,NFO,126418,8000,OPTSTK
TORNTPOWER25NOV251360PE,NFO,125475,375,OPTSTK
TORNTPOWER25NOV251400CE,NFO,125478,375,OPTSTK
SUPREMEIND28OCT254800CE,NFO,125594,175,OPTSTK
TRENT28OCT255700CE,NFO,125616,100,OPTSTK
TRENT28OCT255900PE,NFO,125639,100,OPTSTK
PIIND30SEP253100CE,NFO,125719,175,OPTSTK
PIIND30SEP253700CE,NFO,125747,175,OPTSTK
PIIND30SEP253700PE,NFO,125756,175,OPTSTK
PNB30SEP25116PE,NFO,126439,8000,OPTSTK
SUZLON28OCT2548CE,NFO,126529,8000,OPTSTK
SUZLON28OCT2552PE,NFO,126541,8000,OPTSTK
SUZLON28OCT2560CE,NFO,126562,8000,OPTSTK
PIIND30SEP253900PE,NFO,125760,175,OPTSTK
PIIND30SEP254100CE,NFO,125774,175,OPTSTK
PIIND30SEP254400PE,NFO,125781,175,OPTSTK
TRENT25NOV254400CE,NFO,125840,100,OPTSTK
UNIONBANK28OCT25127.5CE,NFO,126585,4425,OPTSTK
SYNGENE30SEP25670PE,NFO,126654,1000,OPTSTK
SYNGENE28OCT25520PE,NFO,126690,1000,OPTSTK
SYNGENE28OCT25540CE,NFO,126691,1000,OPTSTK
TRENT25NOV255000CE,NFO,125846,100,OPTSTK
TRENT25NOV255600PE,NFO,125853,100,OPTSTK
TRENT25NOV256200CE,NFO,125858,100,OPTSTK
TVSMOTOR25NOV253600PE,NFO,126040,350,OPTSTK
SYNGENE28OCT25600CE,NFO,126702,1000,OPTSTK
PNBHOUSING30SEP25760CE,NFO,126742,650,OPTSTK
TVSMOTOR25NOV253700CE,NFO,126041,350,OPTSTK
ULTRACEMCO28OCT2511500CE,NFO,126094,50,OPTSTK
ULTRACEMCO28OCT2511700CE,NFO,126096,50,OPTSTK
ULTRACEMCO28OCT2511900PE,NFO,126132,50,OPTSTK
SYNGENE28OCT25620CE,NFO,126705,1000,OPTSTK
SYNGENE28OCT25640CE,NFO,126735,1000,OPTSTK
ULTRACEMCO28OCT2512300CE,NFO,126135,50,OPTSTK
SUZLON30SEP2552CE,NFO,126165,8000,OPTSTK
ULTRACEMCO28OCT2512700PE,NFO,126196,50,OPTSTK
SUZLON30SEP2559CE,NFO,126203,8000,OPTSTK
UNIONBANK25NOV25130PE,NFO,126783,4425,OPTSTK
UNITDSPR28OCT251300CE,NFO,126880,400,OPTSTK
UNITDSPR28OCT251340PE,NFO,126883,400,OPTSTK
UNITDSPR25NOV251200CE,NFO,126948,400,OPTSTK
ULTRACEMCO28OCT2513900CE,NFO,126225,50,OPTSTK
SUZLON30SEP2564CE,NFO,126322,8000,OPTSTK
ULTRACEMCO25NOV2512800CE,NFO,126342,50,OPTSTK
PNB30SEP25104PE,NFO,126417,8000,OPTSTK
UNOMINDA28OCT251340PE,NFO,127094,550,OPTSTK
UNOMINDA25NOV251280PE,NFO,127147,550,OPTSTK
TATACONSUM30SEP25950CE,NFO,127257,550,OPTSTK
POLICYBZR30SEP251400PE,NFO,127278,350,OPTSTK
PNB30SEP25108PE,NFO,126427,8000,OPTSTK
PNB30SEP25110PE,NFO,126433,8000,OPTSTK
PNB30SEP25118CE,NFO,126440,8000,OPTSTK
PNB30SEP25118PE,NFO,126441,8000,OPTSTK
TATACONSUM30SEP251090CE,NFO,127293,550,OPTSTK
TATACONSUM30SEP251090PE,NFO,127294,550,OPTSTK
TATACONSUM30SEP251110CE,NFO,127295,550,OPTSTK
TATACONSUM30SEP25990CE,NFO,127283,550,OPTSTK
PNB30SEP25122CE,NFO,126444,8000,OPTSTK
ULTRACEMCO25NOV2513800CE,NFO,126471,50,OPTSTK
SUZLON28OCT2554CE,NFO,126542,8000,OPTSTK
SUZLON28OCT2558CE,NFO,126552,8000,OPTSTK
POLICYBZR30SEP251700CE,NFO,127309,350,OPTSTK
POLICYBZR30SEP251900PE,NFO,127314,350,OPTSTK
UPL28OCT25730PE,NFO,127343,1355,OPTSTK
UPL25NOV25660CE,NFO,127431,1355,OPTSTK
SUZLON28OCT2558PE,NFO,126561,8000,OPTSTK
SUZLON28OCT2564CE,NFO,126580,8000,OPTSTK
UNIONBANK28OCT25132.5CE,NFO,126587,4425,OPTSTK
SUZLON28OCT2568PE,NFO,126593,8000,OPTSTK
SYNGENE28OCT25560PE,NFO,126694,1000,OPTSTK
POLYCAB30SEP255600PE,NFO,127485,125,OPTSTK
POLYCAB30SEP256000PE,NFO,127491,125,OPTSTK
TATACONSUM28OCT25900PE,NFO,127512,550,OPTSTK
TATACONSUM28OCT25960CE,NFO,127517,550,OPTSTK
SYNGENE30SEP25590CE,NFO,126625,1000,OPTSTK
SYNGENE30SEP25670CE,NFO,126637,1000,OPTSTK
SYNGENE30SEP25730CE,NFO,126659,1000,OPTSTK
PNBHOUSING30SEP25880PE,NFO,126749,650,OPTSTK
SYNGENE28OCT25640PE,NFO,126760,1000,OPTSTK
SYNGENE28OCT25700CE,NFO,126765,1000,OPTSTK
UNIONBANK25NOV25115PE,NFO,126777,4425,OPTSTK
TATACONSUM28OCT25980CE,NFO,127519,550,OPTSTK
TATACONSUM28OCT25980PE,NFO,127520,550,OPTSTK
TATACONSUM28OCT251000PE,NFO,127522,550,OPTSTK
TATACONSUM28OCT251060PE,NFO,127528,550,OPTSTK
UNIONBANK25NOV25125CE,NFO,126780,4425,OPTSTK
UNITDSPR28OCT251380CE,NFO,126884,400,OPTSTK
UNITDSPR28OCT251420PE,NFO,126887,400,OPTSTK
UNITDSPR28OCT251460PE,NFO,126889,400,OPTSTK
TATACONSUM28OCT251220CE,NFO,127543,550,OPTSTK
POLYCAB30SEP256400PE,NFO,127552,125,OPTSTK
POLYCAB30SEP257200PE,NFO,127560,125,OPTSTK
TATAELXSI30SEP254900PE,NFO,127671,100,OPTSTK
TATACHEM30SEP25910PE,NFO,126930,650,OPTSTK
UNITDSPR25NOV251160PE,NFO,126947,400,OPTSTK
UNITDSPR25NOV251200PE,NFO,126949,400,OPTSTK
UNITDSPR25NOV251240CE,NFO,126950,400,OPTSTK
VBL28OCT25470CE,NFO,127679,1025,OPTSTK
TATAELXSI30SEP256300PE,NFO,127691,100,OPTSTK
TATAELXSI28OCT255000CE,NFO,127724,100,OPTSTK
VBL28OCT25530PE,NFO,127732,1025,OPTSTK
UNITDSPR25NOV251280PE,NFO,126953,400,OPTSTK
UNITDSPR25NOV251400CE,NFO,126958,400,OPTSTK
UNITDSPR25NOV251520CE,NFO,126982,400,OPTSTK
TATACHEM30SEP25990CE,NFO,126995,650,OPTSTK
TATACHEM30SEP251050PE,NFO,127083,650,OPTSTK
UNOMINDA28OCT251420PE,NFO,127109,550,OPTSTK
UNOMINDA25NOV251240PE,NFO,127145,550,OPTSTK
UNOMINDA25NOV251400CE,NFO,127152,550,OPTSTK
TATAELXSI28OCT255800CE,NFO,127746,100,OPTSTK
POWERGRID30SEP25270CE,NFO,127785,1900,OPTSTK
POWERGRID30SEP25290PE,NFO,127790,1900,OPTSTK
POWERGRID30SEP25320CE,NFO,127795,1900,OPTSTK
UNOMINDA25NOV251440CE,NFO,127158,550,OPTSTK
POLICYBZR30SEP251600CE,NFO,127281,350,OPTSTK
TATACONSUM30SEP251150CE,NFO,127299,550,OPTSTK
TATACONSUM30SEP251170CE,NFO,127301,550,OPTSTK
POWERGRID30SEP25320PE,NFO,127796,1900,OPTSTK
VBL25NOV25560CE,NFO,127921,1025,OPTSTK
VEDL25NOV25380PE,NFO,128007,1150,OPTSTK
VEDL25NOV25420CE,NFO,128010,1150,OPTSTK
UPL28OCT25670CE,NFO,127336,1355,OPTSTK
UPL28OCT25770CE,NFO,127348,1355,OPTSTK
TATACONSUM30SEP251210PE,NFO,127355,550,OPTSTK
TATACONSUM28OCT251020CE,NFO,127523,550,OPTSTK
PPLPHARMA30SEP25180CE,NFO,128052,2500,OPTSTK
PPLPHARMA30SEP25190PE,NFO,128055,2500,OPTSTK
PPLPHARMA30SEP25210CE,NFO,128061,2500,OPTSTK
VOLTAS28OCT251540CE,NFO,128096,375,OPTSTK
TATACONSUM28OCT251020PE,NFO,127524,550,OPTSTK
TATACONSUM28OCT251060CE,NFO,127527,550,OPTSTK
TATACONSUM28OCT251160CE,NFO,127537,550,OPTSTK
POLYCAB30SEP256800PE,NFO,127556,125,OPTSTK
TATAMOTORS28OCT25680CE,NFO,128231,800,OPTSTK
TATAMOTORS28OCT25720PE,NFO,128237,800,OPTSTK
TATAMOTORS28OCT25760CE,NFO,128240,800,OPTSTK
TATAMOTORS28OCT25780PE,NFO,128243,800,OPTSTK
POLYCAB30SEP257000CE,NFO,127557,125,OPTSTK
UPL25NOV25720CE,NFO,127591,1355,OPTSTK
UPL25NOV25740CE,NFO,127593,1355,OPTSTK
UPL25NOV25740PE,NFO,127594,1355,OPTSTK
VBL28OCT25450CE,NFO,127639,1025,OPTSTK
TATAELXSI30SEP254700CE,NFO,127668,100,OPTSTK
TATAELXSI30SEP255300CE,NFO,127674,100,OPTSTK
VBL28OCT25550CE,NFO,127733,1025,OPTSTK
VOLTAS25NOV251280PE,NFO,128262,375,OPTSTK
VOLTAS25NOV251320PE,NFO,128264,375,OPTSTK
VOLTAS25NOV251360PE,NFO,128266,375,OPTSTK
PRESTIGE30SEP251400PE,NFO,128372,450,OPTSTK
PRESTIGE30SEP251520CE,NFO,128377,450,OPTSTK
PRESTIGE30SEP251600CE,NFO,128381,450,OPTSTK
TATAPOWER30SEP25365CE,NFO,128401,1450,OPTSTK
TATAPOWER30SEP25365PE,NFO,128402,1450,OPTSTK
TATAPOWER30SEP25375PE,NFO,128404,1450,OPTSTK
TATAPOWER28OCT25350CE,NFO,128501,1450,OPTSTK
PRESTIGE30SEP251800PE,NFO,128510,450,OPTSTK
TATAPOWER28OCT25380PE,NFO,128516,1450,OPTSTK
TATAPOWER28OCT25390PE,NFO,128520,1450,OPTSTK
PRESTIGE30SEP251880PE,NFO,128547,450,OPTSTK
WIPRO28OCT25257.5PE,NFO,128582,3000,OPTSTK
WIPRO25NOV25200CE,NFO,128658,3000,OPTSTK
TATASTEEL30SEP25152.5PE,NFO,128688,5500,OPTSTK
TATASTEEL30SEP25172.5CE,NFO,128695,5500,OPTSTK
TATASTEEL30SEP25177.5PE,NFO,128698,5500,OPTSTK
WIPRO25NOV25260PE,NFO,128737,3000,OPTSTK
RECLTD30SEP25320CE,NFO,128870,1275,OPTSTK
TATASTEEL28OCT25150CE,NFO,128775,5500,OPTSTK
TATASTEEL28OCT25175PE,NFO,128786,5500,OPTSTK
TATASTEEL28OCT25180CE,NFO,128787,5500,OPTSTK
